ResponseID,ExtendedSessionID,UserID,ScenarioOrder,Intervention,PedPed,Barrier,CrossingSignal,AttributeLevel,ScenarioTypeStrict,ScenarioType,DefaultChoice,NonDefaultChoice,DefaultChoiceIsOmission,NumberOfCharacters,DiffNumberOFCharacters,Saved,Template,DescriptionShown,LeftHand,UserCountry3
222EHgdYojDRa9vmh,-742502827_6595512434751354.0,6595512434751350,2,0,0,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,2,3,1,Mobile,0.0,0.0,USA
222EMA6HfuH3epQAR,-1777681375_4278593194428872.0,4278593194428870,1,0,0,0,2,Less,Random,Utilitarian,More,Less,0.0,2,3,0,Desktop,1.0,1.0,IDN
222Et8Nj3Zu2DDeuX,-1588285847_8619944148457412.0,8619944148457410,10,0,0,0,1,Female,Gender,Gender,Male,Female,0.0,2,0,1,Desktop,0.0,0.0,BEL
222EtvQj9z8LLGskJ,-1844280391_675156733,675156733,13,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0.0,4,0,1,Mobile,0.0,1.0,USA
222FT9fvbKwBrHNyN,471976686_5877002946438568.0,5877002946438570,12,0,0,1,0,Young,Age,Age,Young,Old,1.0,3,0,1,Desktop,0.0,1.0,BRA
222FeDqdjF7arHsBe,-1196718414_3957475684404117.0,3957475684404120,13,0,1,0,2,Less,Utilitarian,Utilitarian,More,Less,0.0,1,4,0,Desktop,0.0,1.0,USA
222G9QicFQrQM2swT,-1383523101_6414093638043807.0,6414093638043810,10,0,0,0,2,Hoomans,Species,Species,Hoomans,Pets,1.0,3,0,0,Desktop,0.0,0.0,USA
222GF5n25wm2sB4TK,1073329312_1329715248,1329715248,10,0,0,1,0,Hoomans,Species,Species,Hoomans,Pets,1.0,4,0,1,Desktop,1.0,0.0,GBR
222GPgdeTGjHcdbw6,-1981382485_5207476621553699.0,5207476621553700,1,0,1,0,0,Young,Age,Age,Young,Old,1.0,4,0,1,Desktop,1.0,1.0,ESP
222Ha3MG8wsm2BDF8,-829671620_4940167386854920.0,4940167386854920,8,0,1,0,0,Hoomans,Species,Species,Hoomans,Pets,1.0,1,0,1,Desktop,1.0,1.0,FRA
222HoP93WuJgkceno,-1978548163_4623751576222472.0,4623751576222470,11,0,0,1,0,Rand,Random,Random,,,,3,2,1,Mobile,0.0,1.0,BRA
222JKmBZudkhxWTPT,-274259431_2801963307.0,2801963307,3,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,3,2,0,,,,USA
222JQAcy7XhYZbDTS,-1413461053_1845380186,1845380186,4,0,0,0,1,High,Social Status,Social Status,High,Low,1.0,4,0,1,,,,USA
222K7e4KRaDXWGKkx,-2076117235_3906462240.0,3906462240,6,0,1,0,2,Fit,Fitness,Fitness,Fit,Fat,1.0,1,0,0,,,,CAN
222KXCsczaGfdtET9,-563661245_3154660554159034.0,3154660554159030,1,0,1,0,0,Low,Social Status,Social Status,High,Low,0.0,2,0,1,Desktop,1.0,1.0,DEU
222Kb2HJtGmW4hZLs,1798663766_8345248645780505.0,8345248645780510,2,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,3,1,Desktop,1.0,0.0,TUR
222Kum7ha4yJej6iD,-1220144668_1944684813,1944684813,4,0,0,1,0,Rand,Random,Random,,,,1,2,1,,,,CAN
222LecKQTTt8Z2Zdn,200951175_9115261360413654.0,9115261360413650,6,0,0,0,2,Fat,Fitness,Fitness,Fit,Fat,0.0,5,0,0,Desktop,1.0,0.0,DEU
222LvxqY4mrQo5dkt,1599678469_5693638639493672.0,5693638639493670,6,0,0,1,0,High,Social Status,Social Status,High,Low,1.0,2,0,1,Mobile,0.0,0.0,TUR
222MLcT8Yx5jeEJCh,-1377294855_5426695497787988.0,5426695497787990,9,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,5,0,0,Mobile,0.0,0.0,ISR
222MRgzWFnXGBGheN,-711809117_2818729990.0,2818729990,10,0,0,1,0,Less,Utilitarian,Utilitarian,More,Less,0.0,4,1,1,,,,FRA
222MdxxSsk345LS6x,-243573564_2521040332590927.0,2521040332590930,12,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,2,0,Desktop,0.0,1.0,BRA
222MzK9uyefzyFaSz,-1402962238_1983785972223293.0,1983785972223290,6,0,1,0,1,Less,Utilitarian,Utilitarian,More,Less,0.0,3,2,1,Desktop,1.0,1.0,PAN
222NFPTrxfXSEddHK,-1179966561_1951098905,1951098905,5,0,1,0,2,Fit,Fitness,Fitness,Fit,Fat,1.0,2,0,1,,,,ESP
222PL8SYdZnhNnSGp,-2091429432_6630077581817493.0,6630077581817490,1,0,1,0,1,Hoomans,Species,Species,Hoomans,Pets,1.0,3,0,1,Mobile,0.0,1.0,DEU
222Q3MSxQNhHmSZeZ,894792640_2221460557.0,2221460557,13,0,0,0,0,Pets,Species,Species,Hoomans,Pets,0.0,2,0,0,Mobile,0.0,1.0,USA
222QgBRgQhNqKAQs9,-2056404518_8160408824100820.0,8160408824100820,3,0,1,0,0,Hoomans,Species,Species,Hoomans,Pets,1.0,3,0,1,Mobile,0.0,1.0,PRT
222RkmRCjNaQtatpJ,1422713895_6514125638536772.0,6514125638536770,6,0,1,0,0,Young,Age,Age,Young,Old,1.0,4,0,1,Mobile,0.0,1.0,BRA
222S7rq69faYEihF4,1397532091_1609578491992707.0,1609578491992710,5,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,1,1,Desktop,0.0,1.0,DEU
222SG2nZwtNwMqvLY,1943298781_5221655517828019.0,5221655517828020,1,0,0,0,0,Hoomans,Species,Species,Hoomans,Pets,1.0,3,0,1,Desktop,0.0,1.0,DEU
222SL8ieKDTpzTCSJ,-880047632_3815897769875482.0,3815897769875480,3,0,0,1,0,Young,Age,Age,Young,Old,1.0,4,0,0,Desktop,0.0,1.0,FRA
222ShmqkQv3rGjJWB,-234633561_7933491505126380.0,7933491505126380,1,0,0,1,0,Fat,Fitness,Fitness,Fit,Fat,0.0,4,0,0,Desktop,0.0,1.0,ESP
222TNna7aCQXSwvLY,-1119591559_6691397822989533.0,6691397822989530,5,0,1,0,0,Old,Age,Age,Young,Old,0.0,2,0,0,Desktop,0.0,0.0,USA
222W4HesT5xJErJXq,-1524901107_7387382678135673.0,7387382678135670,12,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,5,0,1,Mobile,0.0,1.0,USA
222XLzZWb6wQYzH7r,771987257_2685977220972844.0,2685977220972840,5,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,2,3,0,Desktop,0.0,1.0,BRA
222XgF36apZjR5CNF,-122931879_437315157941489.0,437315157941489,2,0,1,0,1,Fit,Fitness,Fitness,Fit,Fat,1.0,5,0,0,Desktop,0.0,0.0,ISR
222YJihJCKFB2CKAY,1682630791_3762491707529776.0,3762491707529780,13,0,1,0,1,Fat,Fitness,Fitness,Fit,Fat,0.0,2,0,1,Desktop,0.0,1.0,USA
222YQR9GNpv5dGNbo,-189809524_4315777279753023.0,4315777279753020,9,0,0,0,2,Rand,Random,Random,,,,3,2,1,Desktop,0.0,0.0,POL
222YbZhqayZ6Y7rLG,763750221_2923873840055911.0,2923873840055910,4,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,3,0,0,Mobile,0.0,0.0,BEL
222ZZQt4Bp6rRE3QZ,754941537_7924022415156118.0,7924022415156120,13,0,0,0,1,Young,Age,Age,Young,Old,1.0,3,0,1,Desktop,1.0,1.0,GBR
222ZkfTJL7nPeeY6W,-1987245779_4345124104306714.0,4345124104306710,6,0,0,1,0,Less,Utilitarian,Utilitarian,More,Less,0.0,3,2,0,Desktop,0.0,0.0,USA
222bRAyDt5N388CB5,2083702393_1074656730152756.0,1074656730152760,3,0,0,1,0,Less,Utilitarian,Utilitarian,More,Less,0.0,1,4,0,Mobile,0.0,0.0,DEU
222bh6ceSDJvxhaak,329642844_496228042967179.0,496228042967179,4,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0.0,2,0,0,Mobile,0.0,0.0,BRA
222cT7cNHuupkipSw,-251772964_8091154612910210.0,8091154612910210,13,0,1,0,0,Rand,Fitness,Random,,,,1,0,0,Desktop,0.0,1.0,SWE
222ckLov2wm2iMvLP,1801557674_6474255020191042.0,6474255020191040,13,0,0,1,0,Pets,Species,Species,Hoomans,Pets,0.0,3,0,0,Desktop,1.0,1.0,DEU
222czkHw7guztbtsn,-1619630329_136660836224773.0,136660836224773,13,0,0,0,1,Fat,Fitness,Fitness,Fit,Fat,0.0,1,0,1,Desktop,1.0,1.0,RUS
222d3Gbx3RjfEBoGB,-648799534_670796162634275.0,670796162634275,12,0,0,1,0,Low,Social Status,Social Status,High,Low,0.0,3,0,1,Desktop,0.0,1.0,BRA
222dLZk9mHDCcaohv,-2091969527_8262638816177890.0,8262638816177890,7,0,0,0,1,Old,Age,Age,Young,Old,0.0,1,0,0,Mobile,0.0,0.0,NLD
222dTAcKvnxBWoKHd,405610652_1866483508770298.0,1866483508770300,5,0,1,0,2,Less,Utilitarian,Utilitarian,More,Less,0.0,3,2,0,Desktop,1.0,1.0,TWN
222dZwp7jYt7FrkfQ,781757349_7305361930957958.0,7305361930957960,13,0,1,0,0,Male,Gender,Gender,Male,Female,1.0,1,0,0,Mobile,0.0,1.0,USA
222eXyoNew3yhozFZ,-2143395746_5897031988670582.0,5897031988670580,9,0,1,0,0,Female,Gender,Gender,Male,Female,0.0,3,0,1,Desktop,1.0,1.0,GBR
222equC8ZptNyb6Tg,-745963420_9590349094911780.0,9590349094911780,8,0,1,0,1,Less,Utilitarian,Utilitarian,More,Less,0.0,2,3,1,Desktop,0.0,0.0,ABW
222fXTmjrmjJx8k4r,-1557594743_796056206714226.0,796056206714226,9,0,0,1,0,Fat,Fitness,Fitness,Fit,Fat,0.0,4,0,0,Desktop,0.0,1.0,AUS
222feB2SwrK38C5be,546506750_9988624123932244.0,9988624123932250,6,0,1,0,0,Rand,Fitness,Random,,,,1,0,0,Desktop,0.0,1.0,ITA
222fkCAzoe6MAnMsP,-624226515_2260272466.0,2260272466,13,0,0,0,0,Female,Gender,Gender,Male,Female,0.0,1,0,1,Desktop,0.0,0.0,NLD
222fz5E3MFQvBQGkA,826835529_191366202725697.0,191366202725697,13,0,0,0,2,Old,Age,Age,Young,Old,0.0,5,0,0,Desktop,0.0,1.0,FRA
222g6fjY7f2F9rQzv,803846034_6105316564232371.0,6105316564232370,2,0,0,1,0,Fit,Fitness,Fitness,Fit,Fat,1.0,1,0,1,Desktop,1.0,0.0,USA
222gT8nZEqcE952La,-1820771242_7167487371342578.0,7167487371342580,5,0,0,1,0,Fit,Fitness,Fitness,Fit,Fat,1.0,3,0,0,Desktop,1.0,0.0,USA
222gvYFz5evhk9deb,-2127359060_2466019798.0,2466019798,4,0,0,1,0,Pets,Species,Species,Hoomans,Pets,0.0,2,0,0,Desktop,0.0,0.0,FRA
222hBb5dYsezwuYwe,-1466070995_7372677452290659.0,7372677452290660,10,0,0,0,1,Female,Gender,Gender,Male,Female,0.0,4,0,1,Mobile,0.0,0.0,ESP
222hBupvJ2JNeskYy,-1805894561_1571338513560995.0,1571338513561000,2,0,1,0,1,Low,Social Status,Social Status,High,Low,0.0,3,0,0,Desktop,0.0,1.0,BRA
222i6CM6HwCy3vqfF,-1158732194_9449247561736252.0,9449247561736250,1,0,0,0,0,Fat,Fitness,Fitness,Fit,Fat,0.0,5,0,0,Mobile,0.0,1.0,CHE
222iRjPbs6HEX7Xgq,1483148464_8360329253411141.0,8360329253411140,2,0,0,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,3,0,1,Mobile,0.0,1.0,USA
222jDBJFT2mQia8Nj,-76338667_6451114551484027.0,6451114551484030,12,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,1,0,Mobile,0.0,1.0,CAN
222jPXHJEWWjxHxgM,-326114801_9945560461119218.0,9945560461119220,7,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,0.0,3,0,0,Mobile,0.0,1.0,FRA
222jc8QEnpn7JY5xh,-1776519460_4307308900611943.0,4307308900611940,13,0,0,0,0,Fat,Fitness,Fitness,Fit,Fat,0.0,1,0,0,Mobile,0.0,0.0,TWN
222jdoBmJP2wSPqcf,563256744_8083725139693279.0,8083725139693280,1,0,1,0,1,Rand,Fitness,Random,,,,1,0,0,Desktop,0.0,1.0,BRA
222k35quSP4E3WErX,-2028826305_115062343735815.0,115062343735815,2,0,0,1,0,High,Social Status,Social Status,High,Low,1.0,3,0,0,Desktop,0.0,1.0,VEN
222m7kgxgfqxHKGk4,271685792_8691596159091954.0,8691596159091950,11,0,0,0,2,More,Utilitarian,Utilitarian,More,Less,1.0,5,2,1,Desktop,0.0,0.0,CAN
222mjn47a58up7gXS,483061548_9474871472190278.0,9474871472190280,6,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,0.0,3,0,0,Desktop,1.0,0.0,JPN
222mtdWm3jLzxujFi,-1086865619_5797353780339398.0,5797353780339400,2,0,0,0,1,Rand,Social Status,Random,,,,2,0,1,Desktop,0.0,0.0,SWE
222nXvJbgskDwC9AQ,-1332809300_8398486853060885.0,8398486853060890,3,0,0,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,3,0,0,Desktop,1.0,1.0,DEU
222nc2xhAr7ontwmJ,1344209640_8314215630889135.0,8314215630889140,10,0,0,1,0,Male,Gender,Gender,Male,Female,1.0,2,0,1,Mobile,0.0,1.0,POL
222nu28ShCWCfPxT4,-1461948457_1079805498886741.0,1079805498886740,1,0,1,0,2,Old,Age,Age,Young,Old,0.0,2,0,0,Desktop,0.0,1.0,NLD
222oBBzZjiS2XnwbW,442939257_7734776324559576.0,7734776324559580,7,0,1,0,0,High,Social Status,Social Status,High,Low,1.0,2,0,1,Desktop,1.0,0.0,FRA
222qG9PQC2tcxDFZB,-1795657505_1945164194847168.0,1945164194847170,12,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0.0,4,0,0,Desktop,1.0,0.0,USA
222qPvcEr3oDFrFWD,93006601_229237622,229237622,9,0,0,0,1,Rand,Random,Random,,,,2,0,1,Desktop,0.0,1.0,RUS
222rvi7yWYGDBhLSs,251183771_9203768648222568.0,9203768648222570,10,0,1,0,0,High,Social Status,Social Status,High,Low,1.0,3,0,1,Desktop,0.0,0.0,MEX
222sNTAv4cjtaXHBq,1258754859_7412491087578943.0,7412491087578940,12,0,0,1,0,Fat,Fitness,Fitness,Fit,Fat,0.0,1,0,1,Desktop,1.0,0.0,SGP
222spzyd5dNDPzy7p,1350681799_7919589696722148.0,7919589696722150,4,0,0,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,3,2,1,Mobile,0.0,0.0,JPN
222tBpw9dhcQQQq6Z,1382149662_8968737997624583.0,8968737997624580,3,0,0,0,2,Old,Age,Age,Young,Old,0.0,1,0,0,Desktop,1.0,0.0,BRA
222vEd7mLxamAFpcB,-1588820210_9463528950530382.0,9463528950530380,7,0,1,0,2,Rand,Random,Random,,,,3,0,0,Desktop,0.0,0.0,USA
222voRENmWsmgY4QB,1369874789_5515208763771893.0,5515208763771890,8,0,0,1,0,Rand,Random,Random,,,,2,1,1,Mobile,0.0,1.0,BEL
222wBcHAXk6HekLYd,-662808727_9558009616420568.0,9558009616420570,3,0,1,0,0,Female,Gender,Gender,Male,Female,0.0,5,0,1,Mobile,0.0,0.0,CHL
222woXZgofAYE6wZa,-1638403467_379936180,379936180,3,0,0,1,0,Young,Age,Age,Young,Old,1.0,2,0,1,Desktop,0.0,0.0,GRC
222xTn8MirCZyaLfw,826518453_3680771619552487.0,3680771619552490,6,0,0,0,2,Fat,Fitness,Fitness,Fit,Fat,0.0,4,0,0,Desktop,1.0,0.0,FRA
222yDT5Dg9HGRX6uY,-414860729_8037986980313974.0,8037986980313970,1,0,0,0,1,Less,Utilitarian,Utilitarian,More,Less,0.0,4,1,0,Desktop,0.0,1.0,AUS
222yLzwk8NrFWFw3M,-909464791_2700371128598422.0,2700371128598420,1,0,0,0,0,Fat,Fitness,Fitness,Fit,Fat,0.0,1,0,1,Desktop,0.0,1.0,GBR
222yRu3tE3pazoJ9m,-960366372_3874839892891986.0,3874839892891990,8,0,0,0,1,Rand,Random,Random,,,,2,1,1,Desktop,0.0,0.0,BRA
222yWK2TLxaRHqDLp,867000841_4648117743411551.0,4648117743411550,9,0,0,0,1,Hoomans,Species,Species,Hoomans,Pets,1.0,5,0,1,Desktop,1.0,0.0,CZE
222ypPvc4TFqJP66p,1101554572_8892357203682497.0,8892357203682500,3,0,0,0,1,Pets,Species,Species,Hoomans,Pets,0.0,4,0,0,Mobile,0.0,0.0,DEU
222z3PxtAKc6kHuHm,-1344511819_6097663466840023.0,6097663466840020,3,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0.0,1,0,0,Desktop,0.0,0.0,FIN
222zdTEzwq6yZykyY,-157205605_3237557140.0,3237557140,7,0,1,0,2,More,Utilitarian,Utilitarian,More,Less,1.0,5,4,1,,,,DEU
222zfgoLq2x3cHAbb,-2140370448_1994438922,1994438922,4,0,0,0,2,Female,Gender,Gender,Male,Female,0.0,3,0,0,,,,RUS
222zm8hCRuSvRBCuk,-1188981486_1695010169207256.0,1695010169207260,3,0,0,0,0,Male,Gender,Gender,Male,Female,1.0,2,0,1,Desktop,1.0,1.0,BRA
222zoda9gRnoTLs8P,-186560177_1382709870689975.0,1382709870689980,1,0,1,0,0,Old,Age,Age,Young,Old,0.0,5,0,0,Desktop,0.0,1.0,USA
22328APGejDp5uaBF,1954065321_2224898501.0,2224898501,7,0,1,0,2,Old,Age,Age,Young,Old,0.0,5,0,0,,,,GBR
22329w3xxTnhg3TRD,-1067239411_1575811292,1575811292,5,0,0,1,0,Hoomans,Species,Species,Hoomans,Pets,1.0,5,0,1,,,,DEU
22337P7wrFv7RJpRR,-317042350_279866336,279866336,1,0,0,1,0,Female,Gender,Gender,Male,Female,0.0,4,0,0,Mobile,0.0,1.0,USA
2233YguPKqyXFufKJ,132736873_2473738951959026.0,2473738951959030,6,0,0,0,0,Male,Gender,Gender,Male,Female,1.0,2,0,1,Desktop,0.0,0.0,USA
2234eC52A5mndKyLo,-531370883_1095173103723587.0,1095173103723590,4,0,0,1,0,Male,Gender,Gender,Male,Female,1.0,2,0,1,Desktop,1.0,0.0,USA
2235pbL59WC5wJCGZ,348643410_7536197756294190.0,7536197756294190,12,0,0,0,0,Fat,Fitness,Fitness,Fit,Fat,0.0,3,0,1,Desktop,1.0,0.0,USA
2237D9fsENhYBXQrM,1534883849_5160403922718537.0,5160403922718540,13,0,0,0,1,Hoomans,Species,Species,Hoomans,Pets,1.0,4,0,1,Desktop,1.0,1.0,NZL
2237fCror5ybSAAEp,1188245396_2899214972946423.0,2899214972946420,4,0,1,0,1,Rand,Random,Random,,,,3,1,1,Desktop,0.0,0.0,GBR
2237n9nasrpuCXZea,712324953_4240231777075678.0,4240231777075680,11,0,1,0,0,Low,Social Status,Social Status,High,Low,0.0,1,0,0,Mobile,0.0,1.0,CHN
223AQSv8sQ8PMAcsA,-1418505679_2843947199496794.0,2843947199496790,3,0,1,0,2,Rand,Social Status,Random,,,,2,0,0,Desktop,0.0,0.0,POL
223Aq2MbcttC3Sf7X,-1425250958_7842150128055652.0,7842150128055650,9,0,0,0,1,Rand,Random,Random,,,,5,2,1,Desktop,1.0,0.0,USA
223B5JQcgJpDLRuNa,-1077659031_630245356044596.0,630245356044596,6,0,0,0,2,Hoomans,Species,Species,Hoomans,Pets,1.0,2,0,0,Desktop,0.0,0.0,BRA
223BFgLWCMMv4Xhdq,-1847875059_7996119231953884.0,7996119231953890,3,0,0,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,3,2,1,Desktop,0.0,1.0,USA
223BXADFthD5Jo3PM,850953115_8802876052376296.0,8802876052376300,4,0,1,0,0,Young,Age,Age,Young,Old,1.0,4,0,1,Desktop,1.0,1.0,GBR
223BYifT53tQSv7Yg,-1594341876_1841400032020538.0,1841400032020540,10,0,1,0,2,Young,Age,Age,Young,Old,1.0,3,0,0,Desktop,1.0,0.0,USA
223CSz4zRfuDHBp2y,-1635819624_53388148,53388148,8,0,1,0,0,High,Social Status,Social Status,High,Low,1.0,2,0,1,,,,USA
223DDss7KwpyPFeTH,2034509633_3738281059012411.0,3738281059012410,8,0,0,0,2,Old,Age,Age,Young,Old,0.0,5,0,0,Mobile,0.0,1.0,JPN
223DM5kzeurLhyREo,-1449322199_7484134562350031.0,7484134562350030,2,0,0,0,2,Fit,Fitness,Fitness,Fit,Fat,1.0,2,0,1,Desktop,1.0,0.0,GBR
223EtZ7dT3NwFiKau,433175230_3091611177.0,3091611177,5,0,1,0,1,Female,Gender,Gender,Male,Female,0.0,3,0,1,Mobile,0.0,1.0,AUS
223Ey8FWWJSeCHRpW,242352712_3528420733540.0,3528420733540,3,0,1,0,2,Rand,Fitness,Random,,,,1,0,0,Desktop,1.0,1.0,USA
223FPwwr3W4HcwfQN,922481314_8471418342242891.0,8471418342242890,2,0,0,0,2,More,Utilitarian,Utilitarian,More,Less,1.0,5,1,1,Desktop,0.0,0.0,USA
223FXDF8kDTnkvnjG,1293037810_7765855112144339.0,7765855112144340,10,0,1,0,0,Hoomans,Species,Species,Hoomans,Pets,1.0,2,0,1,Desktop,0.0,0.0,CZE
223Ft2wHTr3vzyvtK,2007775256_9435757699885670.0,9435757699885670,3,0,0,0,0,Male,Gender,Gender,Male,Female,1.0,5,0,1,Desktop,1.0,0.0,USA
223GfAwSKW4njF7Wd,462236473_2893906945828348.0,2893906945828350,2,0,0,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,5,0,1,Mobile,0.0,1.0,CHN
223GfTYLhbDyBwMdn,-301223496_4353786725550890.0,4353786725550890,5,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,0.0,2,0,0,Mobile,0.0,0.0,BRA
223Gibz6v8kJ2bymi,-1318969398_1381300315429253.0,1381300315429250,2,0,1,0,0,Young,Age,Age,Young,Old,1.0,2,0,1,Desktop,0.0,0.0,FRA
223GmktLB9NayqW9i,1592965708_4502632116554956.0,4502632116554960,2,0,0,0,0,Fat,Fitness,Fitness,Fit,Fat,0.0,2,0,1,Desktop,1.0,1.0,SVK
223H7sJnpD9FDrcvB,-945478976_1362939715788824.0,1362939715788820,6,0,1,0,2,Fit,Fitness,Fitness,Fit,Fat,1.0,3,0,0,Desktop,0.0,1.0,TUR
223HKDJm9NPCMmdBn,-1290983702_6481646261855599.0,6481646261855600,4,0,0,1,0,Fat,Fitness,Fitness,Fit,Fat,0.0,2,0,1,Desktop,1.0,1.0,GRC
223HNKDJ55NLtmmyR,2034232422_6969675633175908.0,6969675633175910,8,0,0,0,2,Pets,Species,Species,Hoomans,Pets,0.0,2,0,0,Mobile,0.0,0.0,GBR
223JbM2LtFNmcSp5z,741370599_2803625024.0,2803625024,5,0,1,0,1,Fat,Fitness,Fitness,Fit,Fat,0.0,2,0,0,,,,USA
223MkhiyaLmzmgY7K,-184289673_1856030128,1856030128,6,0,0,0,0,Pets,Species,Species,Hoomans,Pets,0.0,5,0,0,,,,BGR
